"✦  MASTER SUPPLIER DATABASE  |  CRM-READY  |  4,661 SUPPLIERS  |  DE-DUPLICATED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SECTION A — SUPPLIER IDENTITY,,,,,,,,,SECTION B — CONTACT INFORMATION,,,,,,,,,,SECTION C — BUSINESS DETAILS,,,,,,,,,,,,,,,SECTION D — COMMERCIAL TERMS,,,,,,,SECTION E — CRM INTERNAL TRACKING,,,,,,,,,,,,
Supplier ID,Company Name,Country,City,Full Address,Website,Year First Added,Source Sheet,Current Status,Primary Contact Name,Designation,Email,Phone,WhatsApp,Legal Name,Secondary Contact Name,Secondary Email,Secondary Phone,Account Manager,Product Category,Products,Sub-category,Commodity Type,Annual Production Capacity,MOQ,Price Range,Currency,Export Markets,Certifications,Cert Body,Cert Status,Cert Expiry Date,Years in Business,Factory Type,Payment Terms,Incoterms,Lead Time,Port of Loading,Packaging Type,Private Label Available,Compliance Documents Available,Lead Source,Risk Score,Due Diligence Status,Last Contact Date,Follow-up Required,Follow-up Date,Internal Notes,Contract Signed,Contract Date,Latest Quotation,Performance Rating,Blacklisted,Notes
SUP-02680,MIELL TIRANA,,,,https://www.mielltirana.com/,2024,23-24_Juergan List,Active,,,,,,,,,,,Juergan List,Mehl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-02681,Mijung Food,Korea,,,https://www.mijungdang.com/,2025,NEW2025_Instant Noodles,Active,,,mj-food@hanmail.net,,,,,,,,Instant Noodles,Instant Noodles,,,,,,,,,,,,,,,,,,,,,,,,2025-08-12 00:00:00,,,,,,,,,First contact: 2025-08-12 00:00:00 | Follow Up 1: 2025-08-20 00:00:00 | Follow Up 2: 2025-09-19 00:00:00
SUP-02682,Milhans Gıda ve Tarım Ürünleri San. Ve Tic. A.Ş.,Turkey,GEBZE,,https://www.milhans.com.tr/,2026,2026_Dried_Fruits | 23-24_Cashew Nov 24 | 23-24_Dried Fruits List | 23-24_Nuts List,Active,90 (262) 751 51 72,,info@milhans.com.tr ‎,,,,,,,,Dried Fruits | Cashew Nov 24 | Dried Fruits List | Nuts List,Dried Fruits | Cashew,,,,,,,,Food,SGS United Kingdom Ltd,Certificated,2026-12-11 00:00:00,,,,,,,,,,,,,,,,,,,,,,
SUP-02683,"Milleneum Exports & Imports, Vadakkevila",,,,,2024,23-24_ Cashew supplier for Midd,Active,,,,,,,,,,,Cashew supplier for Middle Eas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-02684,"Millennium Specialty Coco Products, Inc.",Philippines,,,,2024,23-24_Dried Fruits List,Active,,,,,,,,,,,Dried Fruits List,All coconut product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-02685,MILSHA AGRO EXPORTS PVT. LTD.,India,,,website not available,2024,23-24_Shrimps,Active,,,,,,,,,,,Shrimps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-02686,Miltop Exports - Unit 2,India,,,https://miltopexports.com/,2024,23-24_Pulses,Active,,,"mail@miltopexports.com, miltopexports@gmail.com",,,,,,,,Pulses,Food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-02687,Mimar Textil,Turkey,,,https://mimartextil.com/en/hospital-textile/,2025,NEW2025_Hospital Textiles,Active,,,export@mimartextil.com,,,,,,,,Hospital Textiles,"Bed sheets, blankets, pillows, mattress covers, hospital linens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-02688,"MIMOSA (JIANGSU) FOOD CO., LTD",China,Nanjing,,,2026,2026_Dried_Fruits,Active,,,,,,,,,,,Dried Fruits,,,,,,,,,Food,Acerta Certificación S.L.,Certificated,2026-10-18 00:00:00,,,,,,,,,,,,,,,,,,,,,,
SUP-02689,MINDHOLA FOODS LLP,India,,,http://www.mindholafoods.com/,2024,23-24_Shrimps | NEW2025_Frozen Shrimps,Active,,,info@myoceanus.com,,,,,,,,Shrimps | Frozen Shrimps,Shrimps,,,,,,,,,,,,,,,,,,,,,,,,2025-08-14 00:00:00,,,,,,,,,First contact: 2025-08-14 00:00:00 | Follow Up 1: 2025-08-19 00:00:00
SUP-02690,"MINDHOLA FOODS LLP ASC-C-03593 0 ""Whiteleg shrimp",,,,,2024,23-24_ASC Shrimp,Active,,,,,,,,,,,ASC Shrimp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-02691,MINDHOLA FOODS LLP (Mindhola's Oceanus brand site),India,,,https://mindholafoods.com,2025,NEW2025_Frozen Shrimps,Active,,,"contact@krunal.in,  info@myoceanus.com",,,,,,,,Frozen Shrimps,Shrimp,,,,,,,,,,,,,,,,,,,,,,,,2025-09-23 00:00:00,,,,,,,,,First contact: 2025-09-23 00:00:00 | Follow Up 1: NaT
SUP-02692,Minerva - (Avicola) Poultry division,Brazil,,,https://avicolapb.com.br/,2023,22-23_Chicken Feet,Active,,,,,,,,,,,Chicken Feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-02693,Minerva Global Ltd,United Kingdom,,,https://minervaglobal.co.uk/,2024,23-24_Nuts List,Active,44 (0) 1420 549600,,sales@minervaglobal.co.uk,,,,,,,,Nuts List,almonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-02694,Mingxing Clothing,China,,,https://mingxingclothing.com,2025,NEW2025_Sports Tshirts,Active,,,info@mingxingclothing.com,,,,,,,,Sports Tshirts,"Sports T-shirts, quick-dry tees, active tops",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-02695,Mingyang Windeco Technology,China,,"100, Wangming Road, Mazhai Town, Erqi District, Zhengzhou, Henan, CHINA",,2026,2026_Aldi_Textile,Active,,,,,,,,,,,Household Textiles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Workers: 1-500 workers
SUP-02696,"Mingyin Industry (Zhejiang Huzhou) Co.,",China,,"328, Yixian Road, Building 5, Fuxi Subdistrict, Deqing County, Huzhou, Zhejiang CHINA",,2026,2026_Aldi_Textile,Active,,,,,,,,,,,Household Textiles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Workers: 1-500 workers
SUP-02697,"MINH DUNG PROCESSING TRADING AND EXPORT SERVICE COMPANY LIMITED (MINH DUNG CO., LTD)",Vietnam,,,https://sfv-agriexport.vn/en/,2024,23-24_Dried Fruits List,Active,"number:
 024.39454448",,oxfam.vietnam@oxfam.org,,,,,,,,Dried Fruits List,Dried Mango,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-02698,"MINH HA CO., LTD",Vietnam,,,https://minhha.com.vn/,2024,23-24_Rice list,Active,(+84) 28 3765 2193,,export-manager@minhha.com.vn,,,,,,,,Rice list,"Sauces, Rice Vermicelli, Seasoning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-02699,MINH HAI EXPORT FROZEN SEAFOOD PROCESSING JOINT STOCK COMPANY,Vietnam,,,WEbsite not available- SPAM,2024,23-24_Shrimps,Active,,,,,,,,,,,Shrimps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-02700,Minh Huy Ltd. Co,,,,,2024,23-24_Cashew 25,Active,,,,,,,,,,,Cashew 25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-02701,Minh Van Fruit and Vegetable,,,"Address: 111 Ly Chinh Thang Street, District 3, Ho Chi Minh City, Vietnam",https://minhvanfruit.com.vn/,2023,22-23_Canned fruits,Active,(84-28) 3526 8326,,sales@minhvanfruit.com.vn - minhvanfruit@gmail.com,,,,,,,,Canned fruits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-02702,"Minor, Weir & Willis Limited – Peterborough Depot",United Kingdom,,,,2024,23-24_Agent & Distributor list,Active,,,,,,,,,,,Agent & Distributor list of Dri,Dried Fruits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-02703,Minor Weir & Willis Limited - St Helens,United Kingdom,,,,2024,23-24_Agent & Distributor list,Active,,,,,,,,,,,Agent & Distributor list of Dri,Dried Fruits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-02704,"Minor, Weir and Willis Limited - Altitude",United Kingdom,Witton,,,2026,2026_Dried_Fruits,Active,,,,,,,,,,,Dried Fruits,,,,,,,,,Food,SAI Global Certification Services Pty Ltd,Certificated,2027-04-30 00:00:00,,,,,,,,,,,,,,,,,,,,,,
SUP-02705,Minturn Nut Company. Inc,USA,,"8800 S Minturn Road

Le Grand, CA 95333",https://minturnnut.com/,2023,22-23_Almonds - Ruchita,Active,,,keith@minturnnut.com,,,,,,,,Almonds - Ruchita,almonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,email sent dt 26.10.23
SUP-02706,Mira Impex,,,Rajkot,https://miraimpex.com/contact-us/,2023,22-23_Ground Spices,Active,(91) 7575 883 882,,info@miraimpex.com,,,,,,,,Ground Spices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-02707,MIRANDA LANGA,,,"Calle Ernesto Odriozola Nro. 189 Pueblo Libre, Lima – Perú",https://mirandalanga.com/,2023,22-23_WHITE CORN MAIZE,Active,,,contacto@mirandalanga.com,,,,,,,,WHITE CORN MAIZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer
SUP-02708,Mirchillion,India,,,"www.mirchillion.com

https://www.shethbrothers.net/",2025,NEW2025_Anuga - India  | Inactive_Suppliers,Active,,,"rohansheth92@gmail.com
sbmirchi@yahoo.co.in",,,,,,,,Anuga - India,"Red Chilli, Turmeric Powder, Coriander Powder, Chilli flakes,
Blended spices, Seasonings and Herbs",,,,,,,,,,,,,,,,,,,,,,,,Follow up sent 5 Sept,,,,,,,,,First contact: Follow up sent 5 Sept | Unnamed: 64: 25.8.25 - intro email sent
SUP-02709,Mirea S.r.l,Italy,,,,2024,23-24_Nuts List,Active,,,,,,,,,,,Nuts List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-02710,MIRELITE MIRSA,,,,,2024,23-24_SIAL FROZEN FOOD,Active,,,NOT SHARED,,,,,,,,SIAL FROZEN FOOD,Frozen fruits and vegetable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-02711,"MISOTA FOOD IMPORT EXPORT CO., LTD.",Cambodia,"BATTAMBANG CITY, BATTAMBANG PROVINCE",,https://misotagroup.com/,2026,2026_Dried_Fruits,Active,,,export@misotagroup.com,,,,,,,,Dried Fruits,,,,,,,,,Food,Bureau Veritas Certification UK,Certificated,2027-01-28 00:00:00,,,,,,,,,,,,,,,,,,,,,,
SUP-02712,MITHAI PULSES,713,,,no website,2024,23-24_Pulses,Active,,,,,,,,,,,Pulses,PULSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-02713,"MITR PHOL SUGAR CORP., LTD",,,,https://www.mitrphol.com/home,2024,23-24_Sugar | Inactive_Suppliers,Active,,,"customervoice@mitrphol.com
marketing@mitrphol.com",,,,,,,,Sugar,sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Unnamed: 30: 9.1.24 -- supplier sent information, email reply to pending, await Mohita's response | Unnamed: 31: 15.1.25 -- email sent with target price cif  $375=400/mt with missing information once received it will make a offersheet    
17.1.25 -- Supplier informed that they do not supply our sugar to Sudan as it is Sanctioned country list.
Also mentioned that our target price has a huge gap with their price.
Our today’s indicative price of Refined Sugar 45IU 50 kg pp bag is 547 USD/MT FOB BKK and/or LCB, Thailand in container"
SUP-02714,MK International,,,"185, Galleria Shopping Complex, Hiranandani, Powai, Mumbai India",https://mkintl.in/,2023,22-23_DRIED CHICKPEAS,Active,9833734769 / 7875051644,,info@mkintl.in,,,,,,,,DRIED CHICKPEAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,waiting for specification from Europe team
SUP-02715,M.K. Sons Pvt. Ltd.,Pakistan,,"2KM, Jaranwala Road, Khurrianwala, Faisalabad, Faisalabad, 38 PAKISTAN",,2026,2026_Aldi_Textile,Active,,,,,,,,,,,Household Textiles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Workers: 1001-2000
SUP-02716,Mölnlycke,Sweden,,,https://www.molnlycke.com,2025,NEW2025_Hospital Textiles,Active,,,"molnlyckecsc.sweden@molnlycke.com,  info@molnlycke.com, zlatko.rihter@molnlycke.com",,,,,,,,Hospital Textiles,"Surgical drapes and gowns, wound dressings, gloves",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-02717,MOCERINO FRUTTA SECCA Srl,Italy,,,http://www.frutta-secca.it/,2024,23-24_Nuts List,Active,39 06 91629042,,info@abicci.it,,,,,,,,Nuts List,"peanut, pistachio",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-02718,MODERN AGRO,713,,,,2024,23-24_Pulses,Active,,,,,,,,,,,Pulses,PULSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-02719,"Modern Rice & General Mills,",India,,"Karsa Road, Nilokheri,
    Haryana, India.",http://www.modernricemills.com/,2023,22-23_RICE,Active,+91 9896039900,,"vinodmrm@gmail.com
      vinod@modernricemills.com",,,,,,,,RICE,Basmati Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private label not mentioned
SUP-02720,Modern Seafood Industries Limited,Bangladesh,,,https://www.modernseafoodltd.com/,2024,23-24_Shrimps,Active,88-02477721774,,info@modernseafoodltd.com,,,,,,,,Shrimps,"BLACK TIGER SHRIMPS, FRESH WATER PRAWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-02721,Modi Exporters,India,,"223, “Madhav Darshan”, Radha Mandir Chowk, Waghawadi Road, Bhavnagar – 364001,",https://www.modiexporters.com/,2023,22-23_ONIONS  | Signed_Contracts,Signed,9375141514,,info@modiexporters.com,,,,,,,,ONIONS  | Fruits and Vegetables,Fruits and Vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,1. The supplier cannot get the phyto done as per the requirements shared in the Import permit in South Africa. Therefore out of the picture | Contract with:  | Commission: 15%
SUP-02722,Mogyi Kft.,Hungary,Csávoly,,,2026,2026_Dried_Fruits,Active,,,,,,,,,,,Dried Fruits,,,,,,,,,Food,DNV Business Assurance Italy S.r.l.,Certificated,2026-10-12 00:00:00,,,,,,,,,,,,,,,,,,,,,,
SUP-02723,MOGYI KFT Baja,Hungary,Baja,,STORE,2026,2026_Dried_Fruits | 23-24_Dried Fruits List,Active,,,,,,,,,,,Dried Fruits | Dried Fruits List,STORE,,,,,,,,Food,DNV Business Assurance Italy S.r.l.,Certificated,2026-10-14 00:00:00,,,,,,,,,,,,,,,,,,,,,,
SUP-02724,Mogyi Kft. -Csávoly site,Hungary,,,STORE,2024,23-24_Dried Fruits List,Active,,,,,,,,,,,Dried Fruits List,STORE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-02725,MOHIT ENTERPRISES,713,,,,2024,23-24_Pulses,Active,,,,,,,,,,,Pulses,PULSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-02726,Mohit International Pvt Ltd.,India,,"Huda Industrial Area, Pat 1, Sec-29, Haryana, Panipat, Haryana, INDIA",,2026,2026_Aldi_Textile,Active,,,,,,,,,,,Household Textiles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Workers: 1-500 workers
SUP-02727,Moldavia,,,,,2024,23-24_Total supplier list,Active,,,,,,,,,,,Total supplier list,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-02728,MOLDOVA ZAHAR,,,,https://moldovazahar.com/?lang=en,2024,23-24_Moldavia list by J,Active,373 246 29521,,"OfficeChisinau@moldova-zahar.com,Office.Cupcini@moldova-zahar.com",,,,,,,,Moldavia list by J,Crystalline sugar,,,,,,,,no certificaions,,,,,,,,,,,,,,,,,,,,,,,,,| Approach: Yes
SUP-02729,MOLINO PEILA S.P.A,Italy,,,https://www.molinopeila.it/en,2025,2025_Gulf food _ Pulses,Active,,,molinopeila@molinopeila.it,,,,,,,,Gulf food _ Pulses,"Pulses(Customised mix,Legumes flour, semolina and brokens,Rice flour, semolina and brokens - rice in grains,Corn flour, semolina and brokens)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-02730,MONBAKE GRUPO EMPRESARIAL S.A.U. (SARRIGUREN),Spain,PAMPLONA,,,2026,2026_Dried_Fruits | 23-24_Dried Fruits List,Active,,,,,,,,,,,Dried Fruits | Dried Fruits List,"bread, pastries and cakes",,,,,,,,Food,"AENOR Confía, S.A.U.",Certificated,2026-04-20 00:00:00,,,,,,,,,,,,,,,,,,,,,,
SUP-02731,MONDE M.Y. SAN CORPORATION,Philippines,,,NO WEBSITE,2024,23-24_Dried Fruits List,Active,,,,,,,,,,,Dried Fruits List,CAKE MAKER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-02732,Monde Nissin,Philippines,,,https://www.mondenissin.com,2025,NEW2025_Instant Noodles,Active,,,"inquiry@mondenissin.com, admin@mondenissinfoundation.org",,,,,,,,Instant Noodles,Instant Noodles,,,,,,,,,,,,,,,,,,,,,,,,2025-09-19 00:00:00,,,,,,,,,First contact: 2025-09-19 00:00:00 | Follow Up 2: NaT
SUP-02733,"Monde Nissin (Thailand) Co., Ltd.",,,,www.mondenissin.com,2023,22-23_READY TO EAT NOODLES,Active,no contact,,contact@mondenissin.co.th,,,,,,,,READY TO EAT NOODLES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"no contact #,  email sent"
SUP-02734,MONETTE FARMS,Canada,,,https://monettefarms.ca/,2024,23-24_Green Lentils Dec 24,Active,,,ADMIN@MONETTEFARMS.CA,,,,,,,,Green Lentils Dec 24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-02735,MONICOL,,,,https://www.monicol.md,2024,23-24_Moldavia list by J,Active,tel:+373 22 500 675,,info@monicol.md,,,,,,,,Moldavia list by J,"dried plums, walnut kernels",,,,,,,,IFS,,,,,,,,,,,,,,,,,,,,,,,,,| Approach: Yes
SUP-02736,Monicol SRL,,,,,2024,Inactive_Suppliers,Inactive,,,,,,,,,,Walnuts,Nuts,Moldavia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Unnamed: 71: 4.11.25 -- sent checklist | Unnamed: 72: 10.11.25 -- follow up email sent 
12.11.25 -- supplier do not want to confirm our retailer list | Unnamed: 73: 18.11.25 -- sent commission mark up 

20.11.25 -- follow up email sent"
SUP-02737,Monicom d.o.o. Niš - Ogranak Aleksinac,Serbia,,,,2024,23-24_Dried Fruits List,Active,,,,,,,,,,,Dried Fruits List,no webstie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-02738,"Monkey King Food Co., Ltd.",Thailand,,,https://mokifood.com/,2024,23-24_Rice list,Active,,,,,,,,,,,Rice list,"Pasta, Noodles",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-02739,"MONS (SIA ""Kāruma Fabrika"")",Latvia,,,"www.mons.lv 
www.karumufabrika.lv",2025,NEW2025_Anuga - India  | Inactive_Suppliers,Active,,,vilnis@karumufabrika.lv / melle@karumufabrika.lv,,,,,,,,Anuga - India,Cookies,,,,,,,,,,,,,,,,,,,,,,,,Follow up sent 5 Sept,,,,,,,,,First contact: Follow up sent 5 Sept | Unnamed: 64: 25.8.25 - intro email sent
SUP-02740,Monte Vista Farming Company,USA,,"5043 N. Montpelier Road

Denair, CA 95316 USA",https://www.montevistafarming.com/,2023,22-23_Almonds - Ruchita,Active,,,sales@montevistafarming.com,,,,,,,,Almonds - Ruchita,almonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,email sent dt 26.10.23
SUP-02741,Monton Sports,China,,,http://montonsports.com,2025,NEW2025_Sports Tshirts,Active,,,sales@montonsports.com,,,,,,,,Sports Tshirts,"Sports jerseys, T-shirts & cycling wear",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-02742,Montpelier Nut Company Inc.,USA,,,https://www.almonds.com/tools-and-resources/find-a-supplier/supplier/montpelier-nut-co,2024,23-24_Nuts List,Active,(209) 874-5126,,micah@monutco.com,,,,,,,,Nuts List,almonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-02743,"Monty & Totco Co.,",,,,www.thai-choice.com,2023,22-23_READY TO EAT NOODLES,Active,66 2 271 0987 #88 / 66915577626 -whats app Ms Pim,,info@thai-choice.com /thai-choice.s4@thai-choice.com,,,,,,,,READY TO EAT NOODLES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monty & Totco Thailand, spoke w Pim who handles exports. Said they will do private labeling but it has to be a min order of one container per product. She said to send mail on thai-choice.s4@thai-choice.com"
SUP-02744,Moreno and Sons Company DBA La Bodega,USA,Henderson,,,2026,2026_Dried_Fruits,Active,,,,,,,,,,,Dried Fruits,,,,,,,,,Food,EAGLE Food Registration Inc.,Certificated,2026-07-08 00:00:00,,,,,,,,,,,,,,,,,,,,,,
SUP-02745,MOTHER NUTRI FOODS,India,,,https://www.mothernutrifoods.com/,2024,23-24_Nuts List,Active,+91 7878383861,,chintanthakar@mothernutrifoods.com,,,,,,,,Nuts List,Peanuts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-02746,"Mount Carmel Cashews, Thalavoor",,,,,2024,23-24_ Cashew supplier for Midd,Active,,,,,,,,,,,Cashew supplier for Middle Eas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-02747,Mount Meru Miller Ltd,Tanzania,,,https://www.mountmerugroup.com/,2024,23-24_Sunflower Oil- Nov24,Active,"26.11.24-- intro email sent 
28.11.24 -- reminder sent",,info@mountmerugroup.com,,,,,,,,Sunflower Oil- Nov24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-02748,"Mount Moria Cashews, Ayoor",,,,,2024,23-24_ Cashew supplier for Midd,Active,,,,,,,,,,,Cashew supplier for Middle Eas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-02749,Mourya Aquex Private Limited,India,,,website not available,2024,23-24_Shrimps | NEW2025_Frozen Shrimps,Active,,,"An email Id was found-  gm@jmexports.com, but its address does not match with the company name.",,,,,,,,Shrimps | Frozen Shrimps,Shrimp,,,,,,,,,,,,,,,,,,,,,,,,NaT,,,,,,,,,First contact: NaT | Follow Up 1: NaT
SUP-02750,Moyar Foods Pvt. Ltd.,India,,,https://www.moyarfoods.com/,2025,NEW2025_Instant Noodles,Active,,,sales@moyarfoods.com,,,,,,,,Instant Noodles,INSTANT NOODLES,,,,,,,,,,,,,,,,,,,,,,,,2025-08-12 00:00:00,,,,,,,,,First contact: 2025-08-12 00:00:00 | Follow Up 1: 2025-08-20 00:00:00 | Follow Up 2: NaT
SUP-02751,MPN FRESH COCONUT,,,,http://mpnfreshcoconut.com/,2023,22-23_Coconut,Active,663 828 6842  Mobile: +66939414246,,export@mpnfresh.com / info@mpnfresh.com,,,,,,,,Coconut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,They do fruits also
SUP-02752,M.R. Agro Industries,India,,,https://mragroindustries.com/,2024,23-24_Pulses,Active,,,,,,,,,,,Pulses,Food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-02753,"Mr Fang’s Store （Putian）Green Food CO.,Ltd.",China,,,,2024,23-24_Agent & Distributor list,Active,,,,,,,,,,,Agent & Distributor list of Dri,Dried Fruits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-02754,Mr White,,,,,2025,2025_Rice in a bag,Active,,,,,,,,,,,Rice in a bag,Boil-in-Bag White Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-02755,MRC Textiles (Pvt.) Ltd.,Pakistan,,,https://www.mrctex.com/,2025,NEW2025_Hospital  Textiles,Active,,,info@mrctex.com,,,,,,,,Hospital  Textiles,Hotel and hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-02756,M/S Albys Agro Pvt Ltd,India,,,no website,2025,NEW2025_Frozen Shrimps,Active,,,albysagro@gmail.com,,,,,,,,Frozen Shrimps,Shrimp,,,,,,,,,,,,,,,,,,,,,,,,2025-09-24 00:00:00,,,,,,,,,First contact: 2025-09-24 00:00:00 | Follow Up 1: NaT
SUP-02757,"M/S Albys Agro Pvt Ltd ASC-C-03383 0 Whiteleg shrimp Litopenaeus vannamei M/S Albys Agro Pvt Ltd 09-08-2027 00:00 Certified ""Plot No. 2/1 to 2/6",,,,,2024,23-24_ASC Shrimp,Active,,,,,,,,,,,ASC Shrimp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-02758,M/S Amulya Seafoods - Tuticorin,India,,,website not available,2024,23-24_Shrimps,Active,,,,,,,,,,,Shrimps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-02759,M/S. ANJANEYA SEAFOODS,India,,,no website,2024,23-24_Shrimps | NEW2025_Frozen Shrimps,Active,,,asfoods999@gmail.com,,,,,,,,Shrimps | Frozen Shrimps,Shrimp,,,,,,,,,,,,,,,,,,,,,,,,2025-09-23 00:00:00,,,,,,,,,First contact: 2025-09-23 00:00:00 | Follow Up 1: NaT
SUP-02760,"M/S. ANJANEYA SEAFOODS ASC-C-43587 0 ""Whiteleg shrimp",,,,,2024,23-24_ASC Shrimp,Active,,,,,,,,,,,ASC Shrimp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-02761,M/s. AQUATECH FEED & SEAFOODS PRIVATE LIMITED,India,,,https://aquaseafoods.in/,2024,23-24_Shrimps,Active,8972100126/9734771208,,aquatechfeed2019@gmail.com,,,,,,,,Shrimps,"VANNAMEI, BLACK TIGER PRAWN,  Sea Tiger
SEA TIGER PRAWN, White Prawns
WHITE PRAWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-02762,M/s B-One Business House PVT Ltd.,India,,,https://www.bonebhpl.com/,2024,23-24_Shrimps | NEW2025_Frozen Shrimps,Active,,,exports@bonebhpl.com,,,,,,,,Shrimps | Frozen Shrimps,Shrimp,,,,,,,,,,,,,,,,,,,,,,,,2025-09-24 00:00:00,,,,,,,,,First contact: 2025-09-24 00:00:00 | Follow Up 1: NaT
SUP-02763,M/s Coastal Corporation Limited,India,,,Repeat of row 87,2025,NEW2025_Frozen Shrimps,Active,,,,,,,,,,,Frozen Shrimps,Shrimp,,,,,,,,,,,,,,,,,,,,,,,,2025-09-23 00:00:00,,,,,,,,,First contact: 2025-09-23 00:00:00 | Follow Up 1: NaT
SUP-02764,"M/s Coastal Corporation Limited ASC-C-04063 0 Whiteleg shrimp Litopenaeus vannamei M/s Coastal Corporation Limited 15-08-2026 00:00 Certified ""Plot No D7 & 8",,,,,2024,23-24_ASC Shrimp,Active,,,,,,,,,,,ASC Shrimp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-02765,M/S DELSEA EXPORTS PVT LTD,India,,,https://delseaexports.com/,2024,23-24_Shrimps,Active,9447051504,,office@delseaexports.com,,,,,,,,Shrimps,not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
